id|language|text
E000161|ES|INDIQUESE SI ES CALLE,  PLAZA, AVENIDA, ETC...
E000161|EU|ADIERAZI K., PL., ETORBIDEA DEN
E000261|ES|Nombre DE LA CALLE, PLAZA O AVENIDA
E000261|EU|KALE, PLAZA EDO ETORBIDEAREN Izena
E000361|ES|Nº
E000361|EU|ZK.
E000461|ES|Escalera
E000461|EU|ESKAILERA
E000561|ES|Piso
E000561|EU|SOLAIRUA
E000661|ES|PUERTA
E000661|EU|ATEA
E000761|ES|LOCALIDAD
E000761|EU|HERRIA
E000861|ES|PROVINCIA
E000861|EU|PROBINTZIA
E000961|ES|CODIGO POSTAL
E000961|EU|POSTA KODEA
E001061_NoProcede|ES|No procede aplicación
E001061_NoProcede|EU|Ez dagokio aplikatzea
E001061_RehabilitacionProtegida|ES|Rehabilitacion protegida
E001061_RehabilitacionProtegida|EU|Birgaitze babestua
E001061_RehabilitacionProtegidaEnergetica|ES|Rehab. prot. con mejora eficiencia energetiva
E001061_RehabilitacionProtegidaEnergetica|EU|Birgaitze babestua efizientzia energetikoaren hobekuntzarekin
E001061|ES|Incremento deducción por aplicación LF 6/2009
E001061|EU|6/2009 FL aplikatzeagatik kenkaria handitzea
E001161_NoProcede|ES|No procede aplicación
E001161_NoProcede|EU|Ez dagokio aplikatzea
E001161_InicioAntes13|ES|Por inicio inversion antes de 2013
E001161_InicioAntes13|EU|2013 baino lehen inbertsioa hasteagatik
E001161_AcogidaLF|ES|Por inversion acogida a LF 6/2009
E001161_AcogidaLF|EU|6/2006 FL atxikitako inbertsioagatik
E001161|ES|Aplicación del régimen transitorio DT 15ª TRIRPF
E001161|EU|TRIRPFko 15. xedapen iragankorreko erregimen iragankorraren aplikazioa
A3I_0401|ES|Inversión en vivienda habitual. Adquisición o terminación de obra. Adquisisión.
A3I_0401|EU|Ohiko etxebizitzarako inbertsioa. Erosketa edo obra-bukaera. Erosketa.
A3I_0402|ES|Inversión en vivienda habitual. Adquisición o terminación de obra.  Rehabilitación/ampliación.
A3I_0402|EU|Ohiko etxebizitzarako inbertsioa. Erosketa edo obra-bukaera.  Zaharberritzea/handitzea.
A3I_050101|ES|Prestamo compra vivienda habitual
A3I_050101|EU|Mailegua ohiko etxebizitza erosteko
A3I_050102|ES|Inversión en vivienda habitual. Préstamo. Adquisición. Rehabilitación/ampliación.
A3I_050102|EU|Ohiko etxebizitzarako inbertsioa. Mailegua. Erosketa. Zaharberritzea/handitzea.
A3I_0502|ES|Prestamo rehabilitación vivienda habitual
A3I_0502|EU|Mailegua ohiko etxebizitza zaharberritzeko
A000321_Si|ES|Si
A000321_Si|EU|Bai
A000321_No|ES|No
A000321_No|EU|Ez
A000321|ES|Asignado CCC
A000321|EU|KMK esleitua
A3J|ES|Bases deducción de vivienda habitual
A3J|EU|Kenkariaren oinarriak, ohiko etxebizitzarako
A3JApartado|ES|Calculo de la base de deducción del año {{EjercicioActual}}. Importes
A3JApartado|EU| Urteko kenkariaren oinarriaren kalkulua {{EjercicioActual}}. Zenbatekoak
A4Q|ES|Devolución desgravación en vivienda y cuenta vivienda
A4Q|EU|Etxebizitzako eta etxebizitza-kontuko desgrabazioaren itzulera
A4QApartado|ES|Devolución desgravación vivienda y cuenta vivienda
A4QApartado|EU|Etxebizitzako eta etxebizitza-kontuko desgrabazioaren itzulera
A5T|ES|Rentas fuera Unión Europea, Cesión derechos de imagen
A5T|EU|Europar Batasunetik kanpoko errentak, Irudiaren gaineko eskubideen lagapena
A5TApartado|ES|Imputación de rentas.
A5TApartado|EU|Errenta-egozpena.
IRMatriz|ES|Imputación de rentas.
IRMatriz|EU|Errenta-egozpena.
A5U|ES|Socio inversión colectiva
A5U|EU|Bazkidea inbertsio kolektibo batean
A5UApartado|ES|Inversión colectiva paraisos fiscales.
A5UApartado|EU| Inbertsio kolektiboa zerga-paradisuetan.
PFMatriz|ES|Instituciones de inversión colectiva
PFMatriz|EU|Inbertsio kolektiboko erakundeak
A5V|ES|Rendimientos en extranjero o anualidades por alimentos a los hijos
A5V|EU|Etekinak atzerrian edo seme-alaben mantenurako urtesariak
A5VApartado|ES|Rentas obtenidas en el extranjero y anualidades por alimentos hijos por decisión judicial
A5VApartado|EU|Rentas obtenidas en el extranjero y anualidades por alimentos hijos por decisión judicial_EUS
C082201|ES|Anualidades por alimentos hijos por decisión jud.
C082201|EU|Seme-alaben elikadurarako urteko sari ordainduak
A5X|ES|Destino de los inmuebles
A5X|EU|Higiezienen erabilera
A5XApartado|ES|Destino de los inmuebles del sujeto pasivo
A5XApartado|EU|Subjektu pasiboaren higiezinen erabilera
A5XMatriz|ES|Destino de los inmuebles del sujeto pasivo
A5XMatriz|EU|Subjektu pasiboaren higiezinen erabilera
A6RR|ES|Resumen rendimientos de actividades empresariales, agropecuarias y forestales (incapacidad transitoria)
A6RR|EU|Etekinen laburpena, enpresako, nekazaritza eta abeltzaintzako eta basogintzako jardueretan (ezintasun iragankorra)
A6RRApartado|ES|Resumen de rendimientos de las actividades empresariales, agropecuarias y forestales
A6RRApartado|EU|Etekinen laburpena, enpresako, nekazaritza eta abeltzaintzako eta basogintzako jardueretan
MDP|ES|Anexo 4. S. Mutualidades deportistas profesionales.
MDP|EU|4. eranskina. S. Kirolari profesionalen mutualitateak.
botCancelar|ES| Cancelar y salir
botVolver|ES| Cancelar y salir
botGuardar|ES| Guardar y salir
botAnterior|ES| Guardar y anterior
botSiguiente|ES| Guardar y siguiente
botSalirAsistente|ES| Cancelar y salir del asistente
botFinalizarAsistente|ES| Finalizar asistente
botEmpezarDeclaracion|ES| Empezar la declaración
botDatosEconomicos|ES| Datos económicos
botEntrega|ES| Entrega
botLiquidacion|ES|Resultado de la declaración
botFiliacion|ES| Datos personales y familiares
botFinalizar|ES| Finalizar
botInicio|ES| Inicio
errorEstadoNoSoportado|ES| Su declaración se encuentra en un estado no soportado, disculpe las molestias
errorEstadoNoSoportadoTitulo|ES| Estado no soportado
busSinDatosTexto|ES| No se han encontrado resultados que coincidan con su criterio de búsqueda
busSinDatosTitulo|ES| No hay coincidencias
busIngreseKeywordsTexto|ES| Por favor, introduzca alguna palabra clave antes de buscar
busIngreseKeywordsTitulo|ES| Introduzca un criterio de búsqueda
errorSolucioneErroresAntesContinuar|ES| Por favor, solucione los errores encontrados antes de continuar
errorSolucioneErroresTitulo|ES| Solucione los errores
iniInicio|ES| Inicio
ini4pasos|ES| Haga su declaracion en cuatro pasos:
ini3pasos|ES| Haga su declaracion en tres pasos:
iniFiliacion|ES| Datos personales y familiares
iniFiliacionTxt|ES| Revise sus datos y los de su familia y modifique los datos incorrectos.
iniDatosEconomicos|ES| Datos económicos
iniDatosEconomicosTxt|ES| Revise, modifique y aporte nuevos datos económicos.
iniRevisarLiquidacion|ES| Resultado de la declaración
iniRevisarLiquidacionTxt|ES| Compruebe el resultado de su declaración y compare el resultado en las distintas modalidades individual o conjunta y elija la modalidad que desee
iniEntrega|ES| Entrega
iniEntregaTxt|ES| Indique como desea domiciliar el pago, como desea consignar la asignacion tributaria y envíenos su declaración con total seguridad y confidencialidad
filDatosFiliales|ES| Datos personales y familiares
filAyuda|ES| Por favor revise que los datos personales y familiares son correctos y corrija los errores en caso de haberlos. Recuerde que puede agregar nuevos miembros si su unidad familiar ha cambiado.
filAyudaSimulador|ES| Introduzca sus datos personales. Si fuera preciso puede incluir los datos familiares mediante el botón de “Agregar miembro a familia”. 
filUnidadFamiliar|ES| Datos personales y familiares
eliminar|ES| Eliminar
filError|ES| Errores
filErrores|ES| Se han detectado errores en los familiares marcados en rojo. Por favor, solucione los problemas encontrados antes de continuar.
filAgregarMiembro|ES| Agregar miembro a familia
datDatosEconomicos|ES| Datos económicos
datAyuda|ES| Revise, modifique y aporte nuevos datos económicos.  Si Hacienda dispone de datos, estos han sido incorporados y puede revisarlos o modificarlos. Es posible que se le ofrezcan sugerencias.
datAyudaSimulador|ES| Para introducir sus datos económicos, utilice el botón de “ + Agregar apartado”.
datBuscador|ES| Buscar
datMenuIRPF|ES| Menú IRPF
datSeccionesEnDeclaracion|ES| Apartados de su declaración
datTodos|ES| Todos
datAyudaLateral|ES| Ayuda
datAyudaLateralParrafo1|ES| Hacienda ha seleccionado los siguientes datos y categorías como candidatos para su declaración. Por favor, revise que la información es correcta y solucione los problemas encontrados.
datAyudaLateralParrafo2|ES| Si desea incorporar nuevos apartados a su declaración, puede hacerlo a traves del menú o el buscador emplazados en la parte superior derecha de la pantalla
datRevisarAsistente|ES| Revisar en modo asistente
datCuestiones|ES| Cuestiones propuestas por Hacienda
liqLiquidacion|ES| Resultado de la declaración
liqIndividual|ES| Individual
liqConjunta|ES| Conjunta
liqAyuda|ES|En la presente pantalla usted podrá revisar el resultado de la declaración. Se le ofrece la posibilidad de navegar entre los diferentes integrantes de la misma (con las flechas a izquierda y derecha), así como visualizar las diferencias entre presentar la declaración de forma individual y conjunta.
entDomiciliacion|ES| Domiciliación
entDomiciliacion|EU| Helbideratzea
entADevolver|ES| a devolver
entADevolver|EU| Itzuli beharrekoa
entAPagar|ES| a pagar
entAPagar|EU| ordaintzekoa
footGobiernoNavarra|ES| Gobierno de Navarra
footContacte|ES| Contacte con nosotros
footAvisoLegal|ES| Aviso legal y privacidad
footFAQ|ES| Preguntas frecuentes
footHacienda|ES| Hacienda de Navarra
headServicios|ES| Servicios
headTemas|ES| Temas
headGobierno|ES| Gobierno
headActualidad|ES| Actualidad
mostrarErrores|ES| Mostrar errores
cerrarSesion|ES| Cerrar sesión
botCancelar|EU| Deuseztatu eta atera
botVolver|EU| Deuseztatu eta atera
botGuardar|EU| Deuseztatu eta atera
botAnterior|EU| Gorde eta aurrekora joan
botSiguiente|EU| Gorde eta hurrengora joan
botSalirAsistente|EU| Deuseztatu eta morroitik atera
botFinalizarAsistente|EU| Morroia itxi
botEmpezarDeclaracion|EU| Aitorpena hasi
botDatosEconomicos|EU|Datu ekonomikoak
botEntrega|EU| Aitorpena aurkeztea
botLiquidacion|EU| Likidazioa
botFiliacion|EU| Filiazioa
botFinalizar|EU|Itxi
botInicio|EU| Hasiera
errorEstadoNoSoportado|EU| Zure aitorpena euskarririk gabe dago, barkatu eragozpenak
errorEstadoNoSoportadoTitulo|EU| Euskarririk gabe
busSinDatosTexto|EU| Ez da aurkitu zure bilaketa-irizpideekin bat datorren emaitzarik
busSinDatosTitulo|EU|Ez dago horrekin bat datorren ezer
busIngreseKeywordsTexto|EU| Mesedez, sartu hitz gakoren bat bilatzen hasi baino lehen
busIngreseKeywordsTitulo|EU| Sartu bilaketa-irizpide bat
errorSolucioneErroresAntesContinuar|EU| Mesedez, aurrera egin baino lehen, zuzendu akatsak
errorSolucioneErroresTitulo|EU| Zuzendu akatsak
iniInicio|EU| Hasiera
ini4pasos|EU| Egin zure aitorpena lau urrats errazetan:
ini3pasos|EU| Egin zure aitorpena iru urrats errazetan:
iniFiliacion|EU| Filiazioa
iniFiliacionTxt|EU|Berrikusi zure datuak eta zure familiarenak eta zuzendu oker daudenak.
iniDatosEconomicos|EU| Datu ekonomikoak
iniDatosEconomicosTxt|EU| Zuzendu, aldatu eta erantsi datu ekonomiko berriak.
iniRevisarLiquidacion|EU| Berrikusi likidazioa
iniRevisarLiquidacionTxt|EU| Egiaztatu zure aitorpenaren emaitza, alderatu emaitzak, bakarkakoa eta bateratua, eta aukeratu zein modalitate nahiago duzun
iniEntrega|EU| Aitorpena aurkeztea
iniEntregaTxt|EU|Esan nola helbideratu nahi duzun ordainketa, zer aukeratzen duzun zerga-esleipenerako eta bidali iezaguzu aitorpena segurtasun eta konfidentzialtasun osoz
filDatosFiliales|EU| Filiazioaren datuak
filAyuda|EU| Mesedez begiratu ea zure familia-unitatearen datuak zuzenak diren eta, akatsik badago, zuzendu. Gogoan izan kide berriak erants ditzakezula zure familia-unitatea aldatu bada.
filAyudaSimulador|EU| Sartu itzazu zure datu pertsonalak. Beharrezkoa bada, familiaren datuak sartzen ahal dituzu “Erantsi kide bat familiari” botoiaren bidez. 
filUnidadFamiliar|EU| Familia-unitatea
eliminar|EU|Ezabatu
filError|EU| Akatsak
filErrores|EU| Ikusi da familia-unitateko kide batzuk oker daudela eta gorriz markatu dira. Aurrera egin baino lehen, mesedez, zuzendu agertu diren arazoak.
filAgregarMiembro|EU| Erantsi kide bat familiari
datDatosEconomicos|EU| Datu ekonomikoak
datAyuda|EU| Zuzendu, aldatu eta erantsi datu ekonomiko berriak. Azaldu zein diren morroiaren bidezko modua eta modu normalaren arteko aldeak, eta agiriaren bukaeran kontuan hartu beharreko hainbat iradokizun eta akats azalduko zaizkiola.
datAyudaSimulador|EU| Zure datu ekonomikoak sartzeko, “Erantsi atala” botoia erabili ezazu.
datBuscador|EU| Bilatu
datMenuIRPF|EU|Menua PFEZ
datSeccionesEnDeclaracion|EU| Zure aitorpenaren atalak
datTodos|EU| Guztiak
datAyudaLateral|EU| Laguntza
datAyudaLateralParrafo1|EU| Ogasunak datu eta kategoria hauek aukeratu ditu zure aitorpena betetzeko. Mesedez, begiratu ea zuzenak diren eta konpondu itzazu konpondu beharrekoak.
datAyudaLateralParrafo2|EU| Zure  aitorpenean atal gehiago erantsi nahi badituzu, menua edo bilatzailea erabili ditzakezu: pantailaren eskuineko goiko aldean dituzu
datRevisarAsistente|EU| Berrikusi morroiaren laguntzarekin
datCuestiones|EU| Ogasunak proposaturiko  kontuak
liqLiquidacion|EU| Berrikusi likidazioa
liqIndividual|EU| Banakakoa
liqConjunta|EU| Batera
liqAyuda|EU|Pantaila honetan aitorpenaren emaitza ikus dezakezu. Bertan nabigatzeko aukera duzu (geziak ezker-eskuin erabilita), eta banakako eta baterako aitorpenen artean dauden desberdintasunak bistara ditzakezu.
footGobiernoNavarra|EU| Nafarroako Gobernua
footContacte|EU| Jarri harremanetan gurekin
footAvisoLegal|EU| Lege-oharra eta pribatutasuna
footFAQ|EU| Ohiko galderak
footHacienda|EU| Nafarroako Ogasuna
headServicios|EU| Zerbitzuak
headTemas|EU| Gaiak
headGobierno|EU| Gobernua
headActualidad|EU| Orain
mostrarErrores|EU|Akatsak erakutsi
cerrarSesion|EU| Saioa itxi
R000183_PsiquicaEntre33Porcy65Porc|ES|Psíquica entre 33% y 65%
R000183_PsiquicaEntre33Porcy65Porc|EU|Psikikoa, %33 -%65
R000183_MayorIgual65Porc|ES|Mayor o igual al 65%
R000183_MayorIgual65Porc|EU|%65koa edo handiagoa
codigopostal|ES|Código postal
codigopostal|EU|Posta codea
correoelectronico|ES|E-mail. Consignando una dirección de correo electrónico (e-mail) que utilice con habitualidad, podrá beneficiarse de los servicios de información, mensajería y cualquier otro que Hacienda Tributaria de Navarra incorpore en el futuro y contribuír también a una mejor utilización de los recursos públicos.
correoelectronico|EU|Helbide electronikoa. Erabili ohi duzun posta elektronikoaren helbidea idatzita (emaila), Nafarroako Zerga Ogasunak etorkizunean txertatutako informazio, mezularitza edo beste edozein zerbitzuz baliatu ahal izango zara eta, horrez gain, lagunduko duzu
fechafallecimiento|ES|Fecha fallecimiento
fechafallecimiento|EU|Heriotze data
fechanacimiento|ES|Fecha nacimiento
fechanacimiento|EU|Jaiotze data
Nombre|ES|Nombre
Nombre|EU|Izena
nuevodomicilio|ES|Nuevo domicilio
nuevodomicilio|EU|Helbide berria
primerapellido|ES|Primer apellido
primerapellido|EU|1go deitura
segundoapellido|ES|Segundo apellido
segundoapellido|EU|2. deitura
tiporesidencia|ES|Tipo de residencia
tiporesidencia_arrendamiento|ES|Arrendamiento
tiporesidencia_cesiongratuitaparientes|ES|Cesión gratuita parientes
tiporesidencia_cesiongratuitaterceros|ES|Cesión gratuita terceros
tiporesidencia_domiciliofamiliares|ES|Domicilio familiares
tiporesidencia_propiedad|ES|Propiedad
tiporesidencia_usufructo|ES|Usufructo
tiporesidencia_otrassituaciones|ES|Otras situaciones
tiporesidencia|EU|Bizileku mota
tiporesidencia_propiedad|EU|Jabetza
tiporesidencia_cesiongratuitaparientes|EU|Ahaideen doako lagatzea
tiporesidencia_cesiongratuitaterceros|EU|Hirugarrenen doako lagatzea
tiporesidencia_domiciliofamiliares|EU|Familiartekoen bizilekua
tiporesidencia_usufructo|EU|Gozamen eskubidea
tiporesidencia_otrassituaciones|EU|Beste egoera batzuk
tiporesidencia_arrendamiento|EU|Errentan hartzea (Maizterra)
titularidaddomicilio|ES|Titularidad del domicilio
titularidaddomicilio|EU|Bizilekuaren titulartasuna
edicionmiembrofamiliar|EU| Familia-unitateko kidea editatu
errorrequired|EU| eskatua
errorformat|EU| formatu okerra
errortype|EU| datu okerrak, mota
asistidos|EU| Laguntza behar dutenak
ascendientes|EU| Aurreko ahaideak
anonimo|EU| Anonimoa
sinNombre|EU|Izenik gabea
conyuge|EU| Ezkontidea
declarante|EU|Aitortzailea
edicionmiembrofamiliar|ES|Completar datos
errorrequired|ES|requerido
errorformat|ES|formato incorrecto
errortype|ES|tipo de datos incorrecto
asistidos|ES|Asistidos
ascendientes|ES|Ascendientes
anonimo|ES|Anónimo
sinNombre|ES|Sin Nombre
conyuge|ES|Cónyuge
declarante|ES|Declarante
reduccionesvinculadasa_ambos|ES|Ambos
reduccionesvinculadasa_declarante|ES|Declarante
reduccionesvinculadasa_conyuge|ES|Cónyuge
reduccionesvinculadasa_ambos|EU|Biak
reduccionesvinculadasa_declarante|EU|Aitorlea
reduccionesvinculadasa_conyuge|EU|Ezkontidea
reduccionesvinculadasa|EU|Esleipena
reduccionesvinculadasa|ES|Vínculo
Parentesco|EU|Ahaidetasuna
Parentesco_hijo|EU|Semea
Parentesco_hijoenlaufnomonoparental|EU|Semea/alaba familia-unitatean, zaintza partekatuan/murriztapena (ez guraso bakarrekoa)
Parentesco_adopciontresprimerosaños|EU|Adopzioa. Lehen hiru urteak
Parentesco_adopcioninternacionaltresprimerosaños|EU|Nazioarteko adopzioa. Lehen hiru urteak
Parentesco_hijosotrauf|EU|Beste familia unitate bati dagozkion seme-alabak
Parentesco_hijosotraufconcustodiacompartida|EU|Seme-alaba beste familia-unitate (FU) batean partekatutako zaintzarekin/murrizketarekin
Parentesco_otros|EU|FUkoak ez diren beste ondorengoak
Parentesco_otrosuf|EU|FUkoak diren beste batzuk (tutoretza, harrera...)
Parentesco|ES|Parentesco
Parentesco_hijo|ES|Hijo
Parentesco_hijoenlaufnomonoparental|ES|Hijo en la UF custodia/reducción compartida (no monoparental)
Parentesco_adopciontresprimerosaños|ES|Adopción tres primeros años
Parentesco_adopcioninternacionaltresprimerosaños|ES|Adopción internacional tres primeros años
Parentesco_hijosotrauf|ES|Hijos pertenecientes a otra unidad familiar (UF)
Parentesco_hijosotraufconcustodiacompartida|ES|Hijo en otra UF con custodia/reducción compartida
Parentesco_otros|ES|Otros descendientes no pertenecientes a la unidad familiar
Parentesco_otrosuf|ES|Otros pertenecientes a la unidad familiar (tutela, acogimiento...)
familiaNumerosa|ES|Familia numerosa
familiaNumerosa|EU|Familia ugaria
familiaNumerosa_Si|ES|Si
familiaNumerosa_Si|EU|Bai
familiaNumerosa_No|ES|No
familiaNumerosa_No|EU|Ez
estadocivil|ES|Estado civil
estadocivil_soltero|ES|Soltero
estadocivil_casado|ES|Casado
estadocivil_UnionEstable|ES|Unión estable
estadocivil_otros|ES|Otros
estadocivil|EU|Egoera zibila
estadocivil_soltero|EU|Ezkongaia
estadocivil_casado|EU|Ezkondua
estadocivil_UnionEstable|EU|Elkarketa egonkorra
estadocivil_otros|EU|Besteak
regimeneconomico|ES|Regimen económico
regimeneconomico_conquistas|ES|Conquistas
regimeneconomico_separacion|ES|Separación
regimeneconomico_otros|ES|Otros
regimeneconomico|EU|Erregimen economikoa
regimeneconomico_conquistas|EU|Irabazpidezko ondasunak
regimeneconomico_separacion|EU|Ondasunen banantzea
